Score,Popularity,Rank,Members,Description,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Demographic,Duration,Rating
8.51,77,130,1,"Denji is robbed of a normal teenage life, left with nothing but his deadbeat father's overwhelming debt. His only companion is his pet, the chainsaw devil Pochita, with whom he slays devils for money that inevitably ends up in the yakuza's pockets. All Denji can do is dream of a good, simple life: one with delicious food and a beautiful girlfriend by his side. But an act of greedy betrayal by the yakuza leads to Denji's brutal, untimely death, crushing all hope of him ever achieving happiness.

Remarkably, an old contract allows Pochita to merge with the deceased Denji and bestow devil powers on him, changing him into a hybrid able to transform his body parts into chainsaws. Because Denji's new abilities pose a significant risk to society, the Public Safety Bureau's elite devil hunter Makima takes him in, letting him live as long as he obeys her command. Guided by the promise of a content life alongside an attractive woman, Denji devotes everything and fights with all his might to make his naive dreams a reality.

[Written by MAL Rewrite]",Chainsaw Man,TV,12,Finished Airing,"Oct 12, 2022 to Dec 28, 2022",Fall 2022,Wednesdays at 00:00 (JST),dugout,"None found, add some",MAPPA,Manga,"ActionAction, FantasyFantasy",ShounenShounen,24 min. per ep.,R - 17+ (violence & profanity)
8.25,229,314,811,"For centuries, the Demon Slayer Corps has sacredly kept the location of Swordsmith Village a secret. As the village of the greatest forgers, it provides Demon Slayers with the finest weapons, which allow them to fight night-crawling fiends and ensure the safety of humans. After his sword was chipped and deemed useless, Tanjirou Kamado, along with his precious little sister Nezuko, is escorted to the village to receive a new one.

Meanwhile, the death of an Upper Rank Demon disturbs the idle order in the demon world. As Tanjirou becomes acquainted with Mist Hashira Muichirou Tokitou and Love Hashira Mitsuri Kanroji, ferocious powers creep from the shadows and threaten to shatter the Demon Slayers' greatest line of defense.

[Written by MAL Rewrite]",Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc,TV,11,Finished Airing,"Apr 9, 2023 to Jun 18, 2023",Spring 2023,Sundays at 23:15 (JST),"Aniplex, Shueisha",Aniplex of America,ufotable,Manga,"ActionAction, FantasyFantasy",ShounenShounen,28 min. per ep.,R - 17+ (violence & profanity)
8.84,184,28,916,"The year is 2006, and the halls of Tokyo Prefectural Jujutsu High School echo with the endless bickering and intense debate between two inseparable best friends. Exuding unshakeable confidence, Satoru Gojou and Suguru Getou believe there is no challenge too great for young and powerful Special Grade sorcerers such as themselves. They are tasked with safely delivering a sensible girl named Riko Amanai to the entity whose existence is the very essence of the jujutsu world. However, the mission plunges them into an exhausting swirl of moral conflict that threatens to destroy the already feeble amity between sorcerers and ordinary humans.

Twelve years later, students and sorcerers are the frontline defense against the rising number of high-level curses born from humans' negative emotions. As the entities grow in power, their self-awareness and ambition increase too. The curses unite for the common goal of eradicating humans and creating a world of only cursed energy users, led by a dangerous, ancient cursed spirit. To dispose of their greatest obstacle—the strongest sorcerer, Gojou—they orchestrate an attack at Shibuya Station on Halloween. Dividing into teams, the sorcerers enter the fight prepared to risk everything to protect the innocent and their own kind.

[Written by MAL Rewrite]",Jujutsu Kaisen Season 2,TV,23,Finished Airing,"Jul 6, 2023 to Dec 28, 2023",Summer 2023,Thursdays at 23:56 (JST),"Mainichi Broadcasting System, TOHO animation, Shueisha, dugout, Sumzap","None found, add some",MAPPA,Manga,"ActionAction, FantasyFantasy",ShounenShounen,23 min. per ep.,R - 17+ (violence & profanity)
7.95,27,705,2,"In times of need, if you look in the right place, you just may see a strange telephone number scrawled in red. If you call this number, you will hear a young man introduce himself as the Yato God.

Yato is a minor deity and a self-proclaimed ""Delivery God,"" who dreams of having millions of worshippers. Without a single shrine dedicated to his name, however, his goals are far from being realized. He spends his days doing odd jobs for five yen apiece, until his weapon partner becomes fed up with her useless master and deserts him.

Just as things seem to be looking grim for the god, his fortune changes when a middle school girl, Hiyori Iki, supposedly saves Yato from a car accident, taking the hit for him. Remarkably, she survives, but the event has caused her soul to become loose and hence able to leave her body. Hiyori demands that Yato return her to normal, but upon learning that he needs a new partner to do so, reluctantly agrees to help him find one. And with Hiyori's help, Yato's luck may finally be turning around.

[Written by MAL Rewrite]",Noragami,TV,12,Finished Airing,"Jan 5, 2014 to Mar 23, 2014",Winter 2014,Sundays at 23:30 (JST),"Avex Entertainment, Dentsu, Shochiku, Kodansha, Movic, Ai Addiction Inc., Lawson HMV Entertainment, A-Sketch",Funimation,Bones,Manga,"ActionAction, FantasyFantasy",ShounenShounen,24 min. per ep.,PG-13 - Teens 13 or older
7.96,182,694,919,"Tanya Degurechaff is a young soldier infamous for predatorial-like ruthlessness and an uncanny, tactical aptitude, earning her the nickname of the ""Devil of the Rhine."" Underneath her innocuous appearance, however, lies the soul of a man who challenged Being X, the self-proclaimed God, to a battle of wits—which resulted in him being reincarnated as a little girl into a world of magical warfare. Hellbent on defiance, Tanya resolves to ascend the ranks of her country's military as it slowly plunges into world war, with only Being X proving to be the strongest obstacle in recreating the peaceful life she once knew. But her perceptive actions and combat initiative have an unintended side effect: propelling the mighty Empire into becoming one of the most powerful nations in mankind's history.

[Written by MAL Rewrite]",Saga of Tanya the Evil,TV,12,Finished Airing,"Jan 6, 2017 to Mar 31, 2017",Winter 2017,Fridays at 22:00 (JST),"AT-X, Enterbrain, Sony Music Communications, Kadokawa","Funimation, Crunchyroll",Nut,Light novel,"ActionAction, FantasyFantasy",,23 min. per ep.,R - 17+ (violence & profanity)
8.03,5149,603,17,"It's her first day at a new school, and the cheerful Hana Nono is ready to make a fresh start, dreaming of becoming mature and reliable—a far cry from her usual childish self. Although she makes a disastrous first impression, Hana soon befriends two of her classmates: the gentle and studious class representative Saaya Yakushiji, and a cool and mysterious girl Homare Kagayaki.

That night, a magical baby falls from the sky right onto Hana's balcony. She is immediately smitten with her and names her Hug-tan. Alongside Hug-tan is a snarky talking hamster, Hariham Harry, who mutters that Hana ""isn't the one"" before vanishing with the baby.

The next day, Hana believes the encounter to be a dream, until people all over the city begin collapsing and a giant monster appears, feeding on their energy. As Hana escapes, she spots Hug-tan and Harry under attack. Making a stand to protect them, she and Hug-tan suddenly both glow with energy and a heart-shaped gem forms.

With the crystal's power, Hana transforms into a hero called ""Cure Yell"" and defeats the monster. Surprised at Hana's power, Harry explains that he and Hug-tan came from a future frozen in time by the Criasu Corporation, the same organization that created the monster. Only the Future Crystals, manifestations of one's hopes and dreams, and the Precure they create have a chance at defeating Criasu and saving the future!

[Written by MAL Rewrite]",,TV,49,Finished Airing,"Feb 4, 2018 to Jan 27, 2019",Winter 2018,Sundays at 08:30 (JST),"Asahi Broadcasting, ABC Animation, Echoes","None found, add some",Toei Animation,Original,"ActionAction, FantasyFantasy",,24 min. per ep.,G - All Ages
8.75,88,44,1,"The devastation of the Mugen Train incident still weighs heavily on the members of the Demon Slayer Corps. Despite being given time to recover, life must go on, as the wicked never sleep: a vicious demon is terrorizing the alluring women of the Yoshiwara Entertainment District. The Sound Hashira, Tengen Uzui, and his three wives are on the case. However, when he soon loses contact with his spouses, Tengen fears the worst and enlists the help of Tanjirou Kamado, Zenitsu Agatsuma, and Inosuke Hashibira to infiltrate the district's most prominent houses and locate the depraved Upper Rank Demon.

[Written by MAL Rewrite]",Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,TV,11,Finished Airing,"Dec 5, 2021 to Feb 13, 2022",Winter 2022,Sundays at 23:15 (JST),"Aniplex, Shueisha","Aniplex of America, Crunchyroll",ufotable,Manga,"ActionAction, FantasyFantasy",ShounenShounen,26 min. per ep.,R - 17+ (violence & profanity)
7.86,6455,879,9,"A major incident in peaceful Skyland?! The infant princess Ellee-chan has been kidnapped by a monster from the Undergu Empire! A brave girl named Sora follows the princess into a strange hole. It leads her to another world called Sorashido City. Televisions? Bicycles? Are these magical devices?!?! There's no time to be surprised! Sora has to take the princess back to the castle as soon as possible! Flying between two worlds! This is the beginning of a Precure adventure! It's hero time!

(Source: Toei Animation USA)",Soaring Sky! Pretty Cure,TV,50,Finished Airing,"Feb 5, 2023 to Jan 28, 2024",Winter 2023,Sundays at 08:30 (JST),"ABC Animation, ADK Emotions","None found, add some",Toei Animation,Original,"ActionAction, FantasyFantasy",,24 min. per ep.,G - All Ages
8.11,2997,490,53,New season of Kuroshitsuji.,Black Butler: Public School Arc,TV,11,Currently Airing,"Apr 13, 2024 to ?",Spring 2024,Saturdays at 23:30 (JST),"Aniplex, Square Enix, Magic Capsule, Crunchyroll","None found, add some",CloverWorks,Manga,"ActionAction, FantasyFantasy, MysteryMystery",ShounenShounen,24 min. per ep.,R - 17+ (violence & profanity)
8.06,562,552,405,"Full of wonder and excitement, the Noah's Arc Circus troupe has captured audiences with their dazzling performances. Yet these fantastic acts do not come without a price. Children have mysteriously gone missing around London, correlating to that of the group's movements. Unsettled by these kidnappings, Queen Victoria sends in her notorious guard dog, Ciel Phantomhive; and his ever-faithful demon butler, Sebastian Michaelis, on an undercover mission to find these missing children.

Trying to balance their new circus acts with their covert investigation under the big top, however, proves to be quite a challenge. With the other performers growing suspicious and the threat of the circus' mysterious benefactor looming overhead, what the two discover will shake Ciel to his very core.

[Written by MAL Rewrite]",Black Butler: Book of Circus,TV,10,Finished Airing,"Jul 11, 2014 to Sep 12, 2014",Summer 2014,Fridays at 02:19 (JST),"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Asmik Ace, Hakuhodo DY Media Partners, DeNA",Funimation,A-1 Pictures,Manga,"ActionAction, FantasyFantasy, MysteryMystery",ShounenShounen,24 min. per ep.,R - 17+ (violence & profanity)
